fips,log_poverty_rating,county,state
17109,3.7877437716464666,McDonough,Illinois
17111,4.214313897424399,McHenry,Illinois
17113,4.362369362501049,McLean,Illinois
17115,4.224325836319485,Macon,Illinois
17117,3.773347541980823,Macoupin,Illinois
17119,4.451540828571948,Madison,Illinois
17121,3.7368743616484226,Marion,Illinois
17123,3.003029470553618,Marshall,Illinois
17125,3.20194306340165,Mason,Illinois
17127,3.3310221710418286,Massac,Illinois
17129,2.993876914941211,Menard,Illinois
17131,3.0909630765957314,Mercer,Illinois
17133,3.153204900084284,Monroe,Illinois
17135,3.617000341120899,Montgomery,Illinois
17137,3.6241789257480224,Morgan,Illinois
17139,3.0856472882968564,Moultrie,Illinois
17141,3.6706168864003255,Ogle,Illinois
17143,4.412040330191658,Peoria,Illinois
17145,3.423245873936808,Perry,Illinois
17147,3.022840610876528,Piatt,Illinois
17149,3.3352572564345317,Pike,Illinois
17151,2.837588438235511,Pope,Illinois
17153,3.068556895072363,Pulaski,Illinois
17155,2.6384892569546374,Putnam,Illinois
17157,3.5439439424829065,Randolph,Illinois
17159,3.296665190261531,Richland,Illinois
17161,4.271121055704133,Rock Island,Illinois
17163,4.531210593459676,St. Clair,Illinois
17165,3.5509617522981762,Saline,Illinois
17167,4.368602958559182,Sangamon,Illinois
17169,2.8767949762007006,Schuyler,Illinois
17171,2.7363965022766426,Scott,Illinois
17173,3.3010299956639813,Shelby,Illinois
17175,2.7686381012476144,Stark,Illinois
17177,3.698709349442587,Stephenson,Illinois
17179,4.024321442141565,Tazewell,Illinois
17181,3.452553063228925,Union,Illinois
17183,4.088242433511572,Vermilion,Illinois
17185,3.185542154854375,Wabash,Illinois
17187,3.256477206241677,Warren,Illinois
17189,3.0409976924234905,Washington,Illinois
17191,3.325515663363148,Wayne,Illinois
17193,3.2801228963023075,White,Illinois
17195,3.7907072873276797,Whiteside,Illinois
17197,4.648535645139884,Will,Illinois
17199,3.9358597980378804,Williamson,Illinois
17201,4.649461428344476,Winnebago,Illinois
17203,3.355834495884936,Woodford,Illinois
18001,3.64777405026883,Adams,Indiana
18003,4.593020091010161,Allen,Indiana
18005,3.9640237928400337,Bartholomew,Indiana
18007,2.876217840591642,Benton,Indiana
18009,3.1684974835230326,Blackford,Indiana
18011,3.6645479622465467,Boone,Indiana
18013,3.194514341882467,Brown,Indiana
18015,3.2402995820027125,Carroll,Indiana
18017,3.6655809910179533,Cass,Indiana
18019,4.051808294317092,Clark,Indiana
18021,3.4653828514484184,Clay,Indiana
18023,3.5496162395190853,Clinton,Indiana
18025,3.2362852774480286,Crawford,Indiana
18027,3.566555330883055,Daviess,Indiana
18029,3.657629431388952,Dearborn,Indiana
18031,3.398287305357401,Decatur,Indiana
18033,3.606381365110605,DeKalb,Indiana
18035,4.355643050220869,Delaware,Indiana
18037,3.391816923613249,Dubois,Indiana
18039,4.285917196728309,Elkhart,Indiana
18041,3.485579476984679,Fayette,Indiana
18043,3.911743377855932,Floyd,Indiana
18045,3.3010299956639813,Fountain,Indiana
18047,3.3165993020938607,Franklin,Indiana
18049,3.2732328340430454,Fulton,Indiana
18051,3.484299839346786,Gibson,Indiana
18053,3.9873533887357935,Grant,Indiana
18055,3.627570664180543,Greene,Indiana
18057,4.152257759187656,Hamilton,Indiana
18059,3.5996647787884166,Hancock,Indiana
18061,3.5153438930883807,Harrison,Indiana
18063,3.9097164532343447,Hendricks,Indiana
18065,3.756560043006683,Henry,Indiana
18067,3.9947569445876283,Howard,Indiana
18069,3.5323721335678773,Huntington,Indiana
18071,3.642563437104388,Jackson,Indiana
18073,3.4554539687786283,Jasper,Indiana
18075,3.399673721481038,Jay,Indiana
18077,3.541079767776629,Jefferson,Indiana
18079,3.5009222391903005,Jennings,Indiana
18081,3.9682026681428497,Johnson,Indiana
18083,3.6415732531781755,Knox,Indiana
18085,3.8448498008066387,Kosciusko,Indiana
18087,3.468790262099611,LaGrange,Indiana
18089,4.83930831882867,Lake,Indiana
18091,4.138965478289827,LaPorte,Indiana
18093,3.6693168805661123,Lawrence,Indiana
18095,4.205637359479429,Madison,Indiana
18097,5.15566087755447,Marion,Indiana
18099,3.694341910364181,Marshall,Indiana
18101,3.040602340114073,Martin,Indiana
18103,3.6193020758756083,Miami,Indiana
18105,4.442636525782231,Monroe,Indiana
18107,3.6510840892430116,Montgomery,Indiana
18109,3.792461731346951,Morgan,Indiana
18111,3.113943352306837,Newton,Indiana
18113,3.5637183399656776,Noble,Indiana
18115,2.74350976472843,Ohio,Indiana
18117,3.4358443659844413,Orange,Indiana
18119,3.388633969351789,Owen,Indiana
18121,3.363235804483694,Parke,Indiana
18123,3.3248994970523134,Perry,Indiana
18125,3.0569048513364727,Pike,Indiana
18127,4.127784876362171,Porter,Indiana
18129,3.335858911319818,Posey,Indiana
18131,3.132579847659737,Pulaski,Indiana
18133,3.5324995860946626,Putnam,Indiana
18135,3.5081255360831993,Randolph,Indiana
18137,3.40226138245468,Ripley,Indiana
18139,3.251638220448212,Rush,Indiana
18141,4.600406528724327,St. Joseph,Indiana
18143,3.5043349118024643,Scott,Indiana
18145,3.644832328825636,Shelby,Indiana
18147,3.2375437381428744,Spencer,Indiana
18149,3.4837298990000236,Starke,Indiana
18151,3.4542348957482654,Steuben,Indiana
18153,3.4220971631317103,Sullivan,Indiana
18155,3.1844074854123203,Switzerland,Indiana
18157,4.4590907896005865,Tippecanoe,Indiana
18159,3.0666985504229953,Tipton,Indiana
18161,2.824125833916549,Union,Indiana
18163,4.401228167498113,Vanderburgh,Indiana
18165,3.2692793897718984,Vermillion,Indiana
18167,4.306231964874957,Vigo,Indiana
18169,3.500099191915723,Wabash,Indiana
18171,2.884228769632604,Warren,Indiana
18173,3.589726256254237,Warrick,Indiana
18175,3.5217916496391233,Washington,Indiana
18177,3.9812294874200007,Wayne,Indiana
18179,3.3098430047160705,Wells,Indiana
18181,3.3854275148051305,White,Indiana
18183,3.4080702858871854,Whitley,Indiana
19001,2.8750612633917,Adair,Iowa
19003,2.6532125137753435,Adams,Iowa
19005,3.241795431295199,Allamakee,Iowa
19007,3.375297738217339,Appanoose,Iowa
19009,2.7686381012476144,Audubon,Iowa
19011,3.2931414834509307,Benton,Iowa
19013,4.240723929318846,Black Hawk,Iowa
19015,3.347720217034038,Boone,Iowa
19017,3.198931869932209,Bremer,Iowa
19019,3.2975416678181597,Buchanan,Iowa
19021,3.2794387882870204,Buena Vista,Iowa
19023,3.17376882313665,Butler,Iowa
19025,3.0136796972911926,Calhoun,Iowa
19027,3.212453961040276,Carroll,Iowa
19029,3.25478968739721,Cass,Iowa
19031,3.1562461903973444,Cedar,Iowa
19033,3.544564097496043,Cerro Gordo,Iowa
19035,3.0433622780211294,Cherokee,Iowa
19037,3.0051805125037805,Chickasaw,Iowa
19039,3.03261876085072,Clarke,Iowa
19041,3.2113875529368587,Clay,Iowa
19043,3.2810333672477277,Clayton,Iowa
19045,3.7788022040132385,Clinton,Iowa
19047,3.316808752053022,Crawford,Iowa
19049,3.5972562829251418,Dallas,Iowa
19051,3.0090257420869104,Davis,Iowa
19053,3.116939646550756,Decatur,Iowa
19055,3.161368002234975,Delaware,Iowa
19057,3.7561033715851058,Des Moines,Iowa
19059,3.076276255404218,Dickinson,Iowa
19061,4.001300933020418,Dubuque,Iowa
19063,2.9995654882259823,Emmet,Iowa
19065,3.3960248966085933,Fayette,Iowa
19067,3.255754786643044,Floyd,Iowa
19069,3.0433622780211294,Franklin,Iowa
19071,2.89707700320942,Fremont,Iowa
19073,2.993876914941211,Greene,Iowa
19075,2.8188854145940097,Grundy,Iowa
19077,2.968015713993642,Guthrie,Iowa
19079,3.12057393120585,Hamilton,Iowa
19081,2.975431808509263,Hancock,Iowa
19083,3.227629649571009,Hardin,Iowa
19085,3.0813473078041325,Harrison,Iowa
19087,3.330819466495837,Henry,Iowa
19089,2.9370161074648142,Howard,Iowa
19091,3.0043213737826426,Humboldt,Iowa
19093,2.847572659142112,Ida,Iowa
19095,3.0236639181977933,Iowa,Iowa
19097,3.373279893277496,Jackson,Iowa
19099,3.4724638966069894,Jasper,Iowa
19101,3.377670439334323,Jefferson,Iowa
19103,4.360536614583294,Johnson,Iowa
19105,3.2657609167176105,Jones,Iowa
19107,3.060697840353612,Keokuk,Iowa
19109,3.177824971864682,Kossuth,Iowa
19111,3.686546899063006,Lee,Iowa
19113,4.390935107103379,Linn,Iowa
19115,2.9995654882259823,Louisa,Iowa
19117,3.101403350555331,Lucas,Iowa
19119,2.9334872878487053,Lyon,Iowa
19121,3.04688519083771,Madison,Iowa
19123,3.3647385550553985,Mahaska,Iowa
19125,3.420945405921972,Marion,Iowa
19127,3.694341910364181,Marshall,Iowa
19129,3.1082266563749283,Mills,Iowa
19131,2.9827233876685453,Mitchell,Iowa
19133,3.011993114659257,Monona,Iowa
19135,2.909020854211156,Monroe,Iowa
19137,3.106870544478654,Montgomery,Iowa
19139,3.6282867310895144,Muscatine,Iowa
19141,3.1351326513767748,O'Brien,Iowa
19143,2.73559889969818,Osceola,Iowa
19145,3.305351369446624,Page,Iowa
19147,2.9786369483844743,Palo Alto,Iowa
19149,3.2543063323312857,Plymouth,Iowa
19151,2.815577748324267,Pocahontas,Iowa
19153,4.685455099217613,Polk,Iowa
19155,4.000086850211649,Pottawattamie,Iowa
19157,3.2902572693945182,Poweshiek,Iowa
19159,2.8530895298518657,Ringgold,Iowa
19161,2.9556877503135057,Sac,Iowa
19163,4.301377292349344,Scott,Iowa
19165,2.9867717342662448,Shelby,Iowa
19167,3.3564083270389813,Sioux,Iowa
19169,4.137575633682041,Story,Iowa
19171,3.336059277866349,Tama,Iowa
19173,2.8767949762007006,Taylor,Iowa
19175,3.1562461903973444,Union,Iowa
19177,2.951823035315912,Van Buren,Iowa
19179,3.685024785105714,Wapello,Iowa
19181,3.5588285248170117,Warren,Iowa
19183,3.2946866242794433,Washington,Iowa
19185,3.0831441431430524,Wayne,Iowa
19187,3.6026025204202563,Webster,Iowa
19189,3.004751155591001,Winnebago,Iowa
19191,3.190051417759206,Winneshiek,Iowa
19193,4.109983294819893,Woodbury,Iowa
19195,2.851869600729766,Worth,Iowa
19197,3.13481437032046,Wright,Iowa
20001,3.3153404766272883,Allen,Kansas
20003,2.9921114877869495,Anderson,Kansas
20005,3.3119656603683665,Atchison,Kansas
20007,2.7730546933642626,Barber,Kansas
20009,3.524396122103842,Barton,Kansas
20011,3.3394514413064407,Bourbon,Kansas
20013,3.162564406523019,Brown,Kansas
20015,3.7371926427047373,Butler,Kansas
20017,2.45484486000851,Chase,Kansas
20019,2.714329759745233,Chautauqua,Kansas
20021,3.4794313371977363,Cherokee,Kansas
20023,2.4785664955938436,Cheyenne,Kansas
20025,2.376576957056512,Clark,Kansas
20027,2.8920946026904804,Clay,Kansas
20029,3.050379756261458,Cloud,Kansas
20031,2.9556877503135057,Coffey,Kansas
20033,2.271841606536499,Comanche,Kansas
20035,3.6450290647211423,Cowley,Kansas
20037,3.834293512442696,Crawford,Kansas
20039,2.5575072019056577,Decatur,Kansas
20041,3.246498580795801,Dickinson,Kansas
20043,2.90848501887865,Doniphan,Kansas
20045,4.233681297726346,Douglas,Kansas
20047,2.507855871695831,Edwards,Kansas
20049,2.682145076373832,Elk,Kansas
20051,3.5558196830611912,Ellis,Kansas
20053,2.690196080028514,Ellsworth,Kansas
20055,3.6671726724788685,Finney,Kansas
20057,3.6553305580093407,Ford,Kansas
20059,3.4139699717480614,Franklin,Kansas
20061,3.554610285226164,Geary,Kansas
20063,2.3909351071033793,Gove,Kansas
20065,2.459392487759231,Graham,Kansas
20067,2.8709888137605755,Grant,Kansas
20069,2.651278013998144,Gray,Kansas
20071,2.1172712956557644,Greeley,Kansas
20073,2.9410142437055695,Greenwood,Kansas
20075,2.5211380837040362,Hamilton,Kansas
20077,2.8756399370041685,Harper,Kansas
20079,3.485437481076301,Harvey,Kansas
20081,2.578639209968072,Haskell,Kansas
20083,2.2648178230095364,Hodgeman,Kansas
20085,3.1492191126553797,Jackson,Kansas
20087,3.1631613749770184,Jefferson,Kansas
20089,2.56702636615906,Jewell,Kansas
20091,4.500593207431217,Johnson,Kansas
20093,2.5899496013257077,Kearny,Kansas
20095,2.8937617620579434,Kingman,Kansas
20097,2.44870631990508,Kiowa,Kansas
20099,3.481012420956573,Labette,Kansas
20101,2.1958996524092336,Lane,Kansas
20103,3.796227314029439,Leavenworth,Kansas
20105,2.5440680443502757,Lincoln,Kansas
20107,3.059941888061955,Linn,Kansas
20109,2.437750562820388,Logan,Kansas
20111,3.680335513414563,Lyon,Kansas
20113,3.2990712600274095,McPherson,Kansas
20115,3.0759117614827773,Marion,Kansas
20117,2.9523080096621253,Marshall,Kansas
20119,2.57978359661681,Meade,Kansas
20121,3.360593413565249,Miami,Kansas
20123,2.7993405494535817,Mitchell,Kansas
20125,3.681874122128647,Montgomery,Kansas
20127,2.7649229846498886,Morris,Kansas
20129,2.4653828514484184,Morton,Kansas
20131,2.940516484932567,Nemaha,Kansas
20133,3.3848907965305544,Neosho,Kansas
20135,2.45178643552429,Ness,Kansas
20137,2.7218106152125467,Norton,Kansas
20139,3.348499570283838,Osage,Kansas
20141,2.6483600109809315,Osborne,Kansas
20143,2.7427251313046983,Ottawa,Kansas
20145,2.8779469516291885,Pawnee,Kansas
20147,2.7520484478194387,Phillips,Kansas
20149,3.2392994791268923,Pottawatomie,Kansas
20151,2.9916690073799486,Pratt,Kansas
20153,2.546542663478131,Rawlins,Kansas
20155,3.8966364305295844,Reno,Kansas
20157,2.7427251313046983,Republic,Kansas
20159,3.0178677189635055,Rice,Kansas
20161,4.124960450789545,Riley,Kansas
20163,2.7067177823367587,Rooks,Kansas
20165,2.558708570533166,Rush,Kansas
20167,2.9885589568786157,Russell,Kansas
20169,3.8138477542288545,Saline,Kansas
20171,2.5705429398818973,Scott,Kansas
20173,4.806593713770391,Sedgwick,Kansas
20175,3.472610197596045,Seward,Kansas
20177,4.225748524181864,Shawnee,Kansas
20179,2.4683473304121573,Sheridan,Kansas
20181,2.8603380065709936,Sherman,Kansas
20183,2.60959440922522,Smith,Kansas
20185,2.747411807886423,Stafford,Kansas
20187,2.3138672203691533,Stanton,Kansas
20189,2.7193312869837265,Stevens,Kansas
20191,3.4051755462179893,Sumner,Kansas
20193,2.8260748027008264,Thomas,Kansas
20195,2.469822015978163,Trego,Kansas
20197,2.673941998634088,Wabaunsee,Kansas
20199,2.2576785748691846,Wallace,Kansas
20201,2.7007037171450192,Washington,Kansas
20203,2.361727836017593,Wichita,Kansas
20205,3.0453229787866576,Wilson,Kansas
20207,2.6434526764861874,Woodson,Kansas
20209,4.528621073852407,Wyandotte,Kansas
21001,3.583425500406507,Adair,Kentucky
21003,3.549371152333177,Allen,Kentucky
21005,3.360593413565249,Anderson,Kentucky
21007,3.0773679052841563,Ballard,Kentucky
21009,3.9393694700746598,Barren,Kentucky
21011,3.379668034033654,Bath,Kentucky
21013,3.879038505237237,Bell,Kentucky
21015,3.97474190450095,Boone,Kentucky
21017,3.4371160930480786,Bourbon,Kentucky
21019,3.9631264410819047,Boyd,Kentucky
21021,3.6147917919564176,Boyle,Kentucky
21023,3.0629578340845103,Bracken,Kentucky
21025,3.5573868820595074,Breathitt,Kentucky
21027,3.5652573434202135,Breckinridge,Kentucky
21029,3.7989267385772014,Bullitt,Kentucky
21031,3.35430056234536,Butler,Kentucky
21033,3.2971036501492565,Caldwell,Kentucky
21035,3.7690078709437738,Calloway,Kentucky
21037,3.9926860391621277,Campbell,Kentucky
21039,2.8603380065709936,Carlisle,Kentucky
21041,3.1956229435869368,Carroll,Kentucky
21043,3.7165875776756923,Carter,Kentucky
21045,3.5952757118020995,Casey,Kentucky
21047,4.0870356648056605,Christian,Kentucky
21049,3.665299499499897,Clark,Kentucky
21051,3.7712199019495336,Clay,Kentucky
21053,3.3716219271760215,Clinton,Kentucky
21055,3.216429830876251,Crittenden,Kentucky
21057,3.17376882313665,Cumberland,Kentucky
21059,4.182214865267536,Daviess,Kentucky
21061,3.2844307338445193,Edmonson,Kentucky
21063,3.249198357391113,Elliott,Kentucky
21065,3.49982449583958,Estill,Kentucky
21067,4.678126700107521,Fayette,Kentucky
21069,3.486430478854434,Fleming,Kentucky
21071,3.9837164739137494,Floyd,Kentucky
21073,3.754348335711019,Franklin,Kentucky
21075,3.149834696715785,Fulton,Kentucky
21077,3.0670708560453703,Gallatin,Kentucky
21079,3.4379090355394983,Garrard,Kentucky
21081,3.5126843962171637,Grant,Kentucky
21083,3.8163075994319398,Graves,Kentucky
21085,3.7139103541289553,Grayson,Kentucky
21087,3.303196057420489,Green,Kentucky
21089,3.739572344450092,Greenup,Kentucky
21091,3.0232524596337114,Hancock,Kentucky
21093,4.059790539573961,Hardin,Kentucky
21095,3.898615497416186,Harlan,Kentucky
21097,3.45408227073109,Harrison,Kentucky
21099,3.5759956202032677,Hart,Kentucky
21101,3.855640280890145,Henderson,Kentucky
21103,3.368658712392227,Henry,Kentucky
21105,2.846955325019824,Hickman,Kentucky
21107,3.8937062930647133,Hopkins,Kentucky
21109,3.562887381293879,Jackson,Kentucky
21111,5.027561605911432,Jefferson,Kentucky
21113,3.759214431234244,Jessamine,Kentucky
21115,3.746244871720198,Johnson,Kentucky
21117,4.263683400557192,Kenton,Kentucky
21119,3.632558514532672,Knott,Kentucky
21121,3.979457318097848,Knox,Kentucky
21123,3.3344537511509307,Larue,Kentucky
21125,4.106972399886674,Laurel,Kentucky
21127,3.549738731264899,Lawrence,Kentucky
21129,3.346352974450639,Lee,Kentucky
21131,3.49220145139254,Leslie,Kentucky
21133,3.789439684567179,Letcher,Kentucky
21135,3.4823017672234426,Lewis,Kentucky
21137,3.678518379040114,Lincoln,Kentucky
21139,3.0453229787866576,Livingston,Kentucky
21141,3.61066016308988,Logan,Kentucky
21143,3.0064660422492318,Lyon,Kentucky
21145,3.9976921179417264,McCracken,Kentucky
21147,3.7258299903205803,McCreary,Kentucky
21149,3.1031192535457137,McLean,Kentucky
21151,4.184237029016371,Madison,Kentucky
21153,3.547528576459782,Magoffin,Kentucky
21155,3.498034723687027,Marion,Kentucky
21157,3.5558196830611912,Marshall,Kentucky
21159,3.52543355342882,Martin,Kentucky
21161,3.418135498425232,Mason,Kentucky
21163,3.505963518018126,Meade,Kentucky
21165,3.2203696324513946,Menifee,Kentucky
21167,3.4756711883244296,Mercer,Kentucky
21169,3.350441856535061,Metcalfe,Kentucky
21171,3.3546845539547285,Monroe,Kentucky
21173,3.640779477344857,Montgomery,Kentucky
21175,3.476686742945645,Morgan,Kentucky
21177,3.734399742520567,Muhlenberg,Kentucky
21179,3.678791434366244,Nelson,Kentucky
21181,3.092018470752797,Nicholas,Kentucky
21183,3.564902672529205,Ohio,Kentucky
21185,3.4871383754771865,Oldham,Kentucky
21187,3.231214647962601,Owen,Kentucky
21189,3.184123354239671,Owsley,Kentucky
21191,3.2530955858490316,Pendleton,Kentucky
21193,3.783903579272735,Perry,Kentucky
21195,4.131073048034346,Pike,Kentucky
21197,3.4138025167693513,Powell,Kentucky
21199,4.158121150337495,Pulaski,Kentucky
21201,2.6532125137753435,Robertson,Kentucky
21203,3.534660575828444,Rockcastle,Kentucky
21205,3.696880371682762,Rowan,Kentucky
21207,3.6009728956867484,Russell,Kentucky
21209,3.6807886115066824,Scott,Kentucky
21211,3.6482624057480444,Shelby,Kentucky
21213,3.354876422516234,Simpson,Kentucky
21215,3.1470576710283598,Spencer,Kentucky
21217,3.601734148260105,Taylor,Kentucky
21219,3.3138672203691533,Todd,Kentucky
21221,3.3261309567107946,Trigg,Kentucky
21223,2.998259338423699,Trimble,Kentucky
21225,3.3900514964589874,Union,Kentucky
21227,4.285737290146654,Warren,Kentucky
21229,3.2362852774480286,Washington,Kentucky
21231,3.6754116937148633,Wayne,Kentucky
21233,3.307923703611882,Webster,Kentucky
21235,3.890029586163417,Whitley,Kentucky
21237,3.323870606540509,Wolfe,Kentucky
21239,3.3348556896172914,Woodford,Kentucky
22001,4.092194120697316,Acadia Parish,Louisiana
22003,3.663700925389648,Allen Parish,Louisiana
22005,4.079579166970131,Ascension Parish,Louisiana
22007,3.6097011023793995,Assumption Parish,Louisiana
22009,3.9532763366673045,Avoyelles Parish,Louisiana
22011,3.7132384615456617,Beauregard Parish,Louisiana
22013,3.496514518697745,Bienville Parish,Louisiana
22015,4.308329596317398,Bossier Parish,Louisiana
22017,4.751894688043747,Caddo Parish,Louisiana
22019,4.5768249102949845,Calcasieu Parish,Louisiana
22021,3.2595938788859486,Caldwell Parish,Louisiana
22023,2.977266212427293,Cameron Parish,Louisiana
22025,3.3569814009931314,Catahoula Parish,Louisiana
22027,3.6164755138885654,Claiborne Parish,Louisiana
22029,3.6877964113812944,Concordia Parish,Louisiana
22031,3.6900187807886953,De Soto Parish,Louisiana
22033,4.8808764461441205,East Baton Rouge Parish,Louisiana
22035,3.346548558548474,East Carroll Parish,Louisiana
22037,3.4955443375464483,East Feliciana Parish,Louisiana
22039,3.959756672990995,Evangeline Parish,Louisiana
22041,3.6981005456233897,Franklin Parish,Louisiana
22043,3.5575072019056577,Grant Parish,Louisiana
22045,4.177796133292215,Iberia Parish,Louisiana
22047,3.7299742856995555,Iberville Parish,Louisiana
22049,3.4513258084895195,Jackson Parish,Louisiana
22051,4.7973298752779066,Jefferson Parish,Louisiana
22053,3.7691556907143986,Jefferson Davis Parish,Louisiana
22055,4.598199376633215,Lafayette Parish,Louisiana
22057,4.224144432171291,Lafourche Parish,Louisiana
22059,3.361727836017593,La Salle Parish,Louisiana
22061,4.092053606425475,Lincoln Parish,Louisiana
22063,4.222716471147583,Livingston Parish,Louisiana
22065,3.586024382386976,Madison Parish,Louisiana
22067,3.8720979742742268,Morehouse Parish,Louisiana
22069,3.848004271497268,Natchitoches Parish,Louisiana
22071,4.9489848014693205,Orleans Parish,Louisiana
22073,4.547959210587186,Ouachita Parish,Louisiana
22075,3.537819095073274,Plaquemines Parish,Louisiana
22077,3.634678752178682,Pointe Coupee Parish,Louisiana
22079,4.362708610909318,Rapides Parish,Louisiana
22081,3.294466226161593,Red River Parish,Louisiana
22083,3.682145076373832,Richland Parish,Louisiana
22085,3.6330642726914992,Sabine Parish,Louisiana
22087,3.952647169758943,St. Bernard Parish,Louisiana
22089,3.765221366304981,St. Charles Parish,Louisiana
22091,3.290479813330673,St. Helena Parish,Louisiana
22093,3.5384480517102173,St. James Parish,Louisiana
22095,3.8312296938670634,St. John the Baptist Parish,Louisiana
22097,4.261405627074139,St. Landry Parish,Louisiana
22099,3.9917132757130895,St. Martin Parish,Louisiana
22101,4.06190463371617,St. Mary Parish,Louisiana
22103,4.472858796225402,St. Tammany Parish,Louisiana
22105,4.453440659293559,Tangipahoa Parish,Louisiana
22107,3.0958664534785427,Tensas Parish,Louisiana
22109,4.315781480708604,Terrebonne Parish,Louisiana
22111,3.6219029608912305,Union Parish,Louisiana
22113,4.000737673774033,Vermilion Parish,Louisiana
22115,3.8356905714924254,Vernon Parish,Louisiana
22117,4.043833654133147,Washington Parish,Louisiana
22119,4.04008784346988,Webster Parish,Louisiana
22121,3.5721743136130595,West Baton Rouge Parish,Louisiana
22123,3.3378584290410944,West Carroll Parish,Louisiana
22125,3.35430056234536,West Feliciana Parish,Louisiana
22127,3.4551495211798278,Winn Parish,Louisiana
23001,4.036269495742816,Androscoggin,Maine
23003,4.002252479920538,Aroostook,Maine
23005,4.348947065925597,Cumberland,Maine
23007,3.5626496722119168,Franklin,Maine
23009,3.7554937284151193,Hancock,Maine
23011,4.1336985461157765,Kennebec,Maine
23013,3.620552444729435,Knox,Maine
23015,3.57135939275384,Lincoln,Maine
23017,3.8700525816935447,Oxford,Maine
23019,4.252707433007282,Penobscot,Maine
23021,3.4340896384178907,Piscataquis,Maine
23023,3.484869032720402,Sagadahoc,Maine
23025,3.9570802596579,Somerset,Maine
23027,3.7257483329955483,Waldo,Maine
23029,3.7788022040132385,Washington,Maine
23031,4.203848463746235,York,Maine
24001,4.001647191346038,Allegany,Maryland
24003,4.513763455468749,Anne Arundel,Maryland
24005,4.8542817449266495,Baltimore,Maryland
24009,3.717337582723864,Calvert,Maryland
24011,3.6009728956867484,Caroline,Maryland
24013,3.922154325231059,Carroll,Maryland
24015,4.019905199804614,Cecil,Maryland
24017,4.011485859999405,Charles,Maryland
24019,3.7126497016272113,Dorchester,Maryland
24021,4.162504664521149,Frederick,Maryland
24023,3.5615783683009608,Garrett,Maryland
24025,4.226625678595805,Harford,Maryland
24027,4.209943735684952,Howard,Maryland
24029,3.3506356082589543,Kent,Maryland
24031,4.879875417898828,Montgomery,Maryland
24033,4.885660825095568,Prince George's,Maryland
24035,3.472317546316842,Queen Anne's,Maryland
24037,3.9291122566546606,St. Mary's,Maryland
24039,3.678973375919765,Somerset,Maryland
24041,3.506505032404872,Talbot,Maryland
24043,4.244153372551425,Washington,Maryland
24045,4.199892243526319,Wicomico,Maryland
24047,3.7078255683322316,Worcester,Maryland
24510,5.06431195187621,Baltimore city,Maryland
25001,4.133379211923519,Barnstable,Massachusetts
25003,4.124536828301277,Berkshire,Massachusetts
25005,4.795275058276003,Bristol,Massachusetts
25007,3.0965624383741357,Dukes,Massachusetts
25009,4.834134470992974,Essex,Massachusetts
25011,3.8063835018241674,Franklin,Massachusetts
25013,4.794704094499862,Hampden,Massachusetts
25015,4.185881978409979,Hampshire,Massachusetts
25017,5.034134933276211,Middlesex,Massachusetts
25019,2.792391689498254,Nantucket,Massachusetts
25021,4.60366391547776,Norfolk,Massachusetts
25023,4.578467291585447,Plymouth,Massachusetts
25025,5.101286422604032,Suffolk,Massachusetts
25027,4.878211474314796,Worcester,Massachusetts
26001,3.266231696689893,Alcona,Michigan
26003,3.0086001717619175,Alger,Michigan
26005,4.102021856924153,Allegan,Michigan
26007,3.590395947184013,Alpena,Michigan
26009,3.345569756056392,Antrim,Michigan
26011,3.402777069610347,Arenac,Michigan
26013,2.9929950984313414,Baraga,Michigan
26015,3.676602169582018,Barry,Michigan
26017,4.134973540005915,Bay,Michigan
26019,3.2265999052073573,Benzie,Michigan
26021,4.376686429261915,Berrien,Michigan
26023,3.7373516958037145,Branch,Michigan
26025,4.257318513097639,Calhoun,Michigan
26027,3.878406887580996,Cass,Michigan
26029,3.399673721481038,Charlevoix,Michigan
26031,3.5700757053216043,Cheboygan,Michigan
26033,3.7756832490260437,Chippewa,Michigan
26035,3.7768464086952993,Clare,Michigan
26037,3.7898626300463816,Clinton,Michigan
26039,3.286231854028553,Crawford,Michigan
26041,3.6852041344710145,Delta,Michigan
26043,3.390405156480081,Dickinson,Michigan
26045,3.908109540392552,Eaton,Michigan
26047,3.481299273332856,Emmet,Michigan
26049,4.823193738270521,Genesee,Michigan
26051,3.531606631932722,Gladwin,Michigan
26053,3.3664229572259727,Gogebic,Michigan
26055,3.822037248072585,Grand Traverse,Michigan
26057,3.7019994748896368,Gratiot,Michigan
26059,3.8306528137974243,Hillsdale,Michigan
26061,3.6837672614253116,Houghton,Michigan
26063,3.622214022966295,Huron,Michigan
26065,4.678108473882829,Ingham,Michigan
26067,3.831997677235896,Ionia,Michigan
26069,3.5434471800817002,Iosco,Michigan
26071,3.168202746842631,Iron,Michigan
26073,4.168939213835978,Isabella,Michigan
26075,4.311753861055754,Jackson,Michigan
26077,4.534622533769769,Kalamazoo,Michigan
26079,3.3941013020400446,Kalkaska,Michigan
26081,4.859276432628025,Kent,Michigan
26083,2.3364597338485296,Keweenaw,Michigan
26085,3.369586890736344,Lake,Michigan
26087,3.938219417812743,Lapeer,Michigan
26089,3.1878026387184195,Leelanau,Michigan
26091,4.042851042550789,Lenawee,Michigan
26093,3.9250541203118425,Livingston,Michigan
26095,2.986323777050765,Luce,Michigan
26097,3.1781132523146316,Mackinac,Michigan
