fips,log_poverty_rating,county,state
26099,4.870830966087842,Macomb,Michigan
26101,3.4566696294237578,Manistee,Michigan
26103,3.86457040685343,Marquette,Michigan
26105,3.6011905326153335,Mason,Michigan
26107,3.901785145303599,Mecosta,Michigan
26109,3.481299273332856,Menominee,Michigan
26111,3.8987251815894934,Midland,Michigan
26113,3.212986184736668,Missaukee,Michigan
26115,4.1825002473792,Monroe,Michigan
26117,3.878464345341469,Montcalm,Michigan
26119,3.1209028176145273,Montmorency,Michigan
26121,4.356885941165974,Muskegon,Michigan
26123,3.879439965995217,Newaygo,Michigan
26125,4.9847882616671795,Oakland,Michigan
26127,3.5888317255942073,Oceana,Michigan
26129,3.57611089412084,Ogemaw,Michigan
26131,2.8779469516291885,Ontonagon,Michigan
26133,3.5284024379536176,Osceola,Michigan
26135,3.09968064110925,Oscoda,Michigan
26137,3.3854275148051305,Otsego,Michigan
26139,4.3433692002275315,Ottawa,Michigan
26141,3.1283992687178066,Presque Isle,Michigan
26143,3.56062387454993,Roscommon,Michigan
26145,4.534521071985725,Saginaw,Michigan
26147,4.214181308663821,St. Clair,Michigan
26149,3.890923771489014,St. Joseph,Michigan
26151,3.742568034366142,Sanilac,Michigan
26153,3.056142262059052,Schoolcraft,Michigan
26155,3.865932668193186,Shiawassee,Michigan
26157,3.7743709598499167,Tuscola,Michigan
26159,3.986637395610154,Van Buren,Michigan
26161,4.653125646191915,Washtenaw,Michigan
26163,5.533798740374074,Wayne,Michigan
26165,3.6146863422820124,Wexford,Michigan
27001,3.2893659515200318,Aitkin,Minnesota
27003,4.338317018854097,Anoka,Minnesota
27005,3.5374412834079476,Becker,Minnesota
27007,3.866700756042499,Beltrami,Minnesota
27009,3.5397032389478253,Benton,Minnesota
27011,2.7267272090265724,Big Stone,Minnesota
27013,3.9880682033926353,Blue Earth,Minnesota
27015,3.246252312299322,Brown,Minnesota
27017,3.4933186082321015,Carlton,Minnesota
27019,3.6524397475894204,Carver,Minnesota
27021,3.526210003841664,Cass,Minnesota
27023,3.0827853703164503,Chippewa,Minnesota
27025,3.531861949095809,Chisago,Minnesota
27027,3.8623103099542706,Clay,Minnesota
27029,3.0008677215312267,Clearwater,Minnesota
27031,2.6848453616444123,Cook,Minnesota
27033,3.0726174765452368,Cottonwood,Minnesota
27035,3.829239428141389,Crow Wing,Minnesota
27037,4.426738921636634,Dakota,Minnesota
27039,3.064083435963596,Dodge,Minnesota
27041,3.3756636139608855,Douglas,Minnesota
27043,3.2081725266671217,Faribault,Minnesota
27045,3.287801729930226,Fillmore,Minnesota
27047,3.4560622244549513,Freeborn,Minnesota
27049,3.5116160205691376,Goodhue,Minnesota
27051,2.7151673578484576,Grant,Minnesota
27053,5.079297042470628,Hennepin,Minnesota
27055,3.155336037465062,Houston,Minnesota
27057,3.377670439334323,Hubbard,Minnesota
27059,3.4410664066392633,Isanti,Minnesota
27061,3.6942541120252783,Itasca,Minnesota
27063,2.979092900638326,Jackson,Minnesota
27065,3.2127201544178425,Kanabec,Minnesota
27067,3.616580530085886,Kandiyohi,Minnesota
27069,2.586587304671755,Kittson,Minnesota
27071,3.192846115188842,Koochiching,Minnesota
27073,2.788168371141168,Lac qui Parle,Minnesota
27075,2.975431808509263,Lake,Minnesota
27077,2.5276299008713385,Lake of the Woods,Minnesota
27079,3.3068537486930087,Le Sueur,Minnesota
27081,2.7450747915820575,Lincoln,Minnesota
27083,3.4164740791002206,Lyon,Minnesota
27085,3.34713478291002,McLeod,Minnesota
27087,3.0637085593914173,Mahnomen,Minnesota
27089,2.8394780473741985,Marshall,Minnesota
27091,3.3098430047160705,Martin,Minnesota
27093,3.256958152560932,Meeker,Minnesota
27095,3.4644895474339714,Mille Lacs,Minnesota
27097,3.4689378056654614,Morrison,Minnesota
27099,3.656960182742849,Mower,Minnesota
27101,2.833784374656479,Murray,Minnesota
27103,3.497758718287268,Nicollet,Minnesota
27105,3.3681008517093516,Nobles,Minnesota
27107,2.8109042806687006,Norman,Minnesota
27109,4.020444155366574,Olmsted,Minnesota
27111,3.801472313521471,Otter Tail,Minnesota
27113,3.1277525158329733,Pennington,Minnesota
27115,3.5077209766856137,Pine,Minnesota
27117,2.993876914941211,Pipestone,Minnesota
27119,3.5140161804006493,Polk,Minnesota
27121,2.9921114877869495,Pope,Minnesota
27123,4.821775467183463,Ramsey,Minnesota
27125,2.598790506763115,Red Lake,Minnesota
27127,3.1562461903973444,Redwood,Minnesota
27129,3.151676230847048,Renville,Minnesota
27131,3.6918768225593315,Rice,Minnesota
27133,2.8948696567452528,Rock,Minnesota
27135,2.9552065375419416,Roseau,Minnesota
27137,4.387887911323828,St. Louis,Minnesota
27139,3.7893691535914815,Scott,Minnesota
27141,3.7134905430939424,Sherburne,Minnesota
27143,3.1970047280230456,Sibley,Minnesota
27145,4.238171603630146,Stearns,Minnesota
27147,3.3544926005894364,Steele,Minnesota
27149,3.025715383901341,Stevens,Minnesota
27151,2.936513742478893,Swift,Minnesota
27153,3.4584867637982066,Todd,Minnesota
27155,2.5728716022004803,Traverse,Minnesota
27157,3.255995726722402,Wabasha,Minnesota
27159,3.2195845262142546,Wadena,Minnesota
27161,3.1956229435869368,Waseca,Minnesota
27163,4.076421967360593,Washington,Minnesota
27165,3.03382569395331,Watonwan,Minnesota
27167,2.741151598851785,Wilkin,Minnesota
27169,3.7130703258556395,Winona,Minnesota
27171,3.8499719123288503,Wright,Minnesota
27173,2.9590413923210934,Yellow Medicine,Minnesota
28001,3.8971320433820944,Adams,Mississippi
28003,3.7959494989028033,Alcorn,Mississippi
28005,3.404320467221731,Amite,Mississippi
28007,3.6324572921847245,Attala,Mississippi
28009,3.2265999052073573,Benton,Mississippi
28011,4.0279608597854475,Bolivar,Mississippi
28013,3.38524868240322,Calhoun,Mississippi
28015,3.215108581053093,Carroll,Mississippi
28017,3.5746099413401873,Chickasaw,Mississippi
28019,3.2286569581089353,Choctaw,Mississippi
28021,3.4586378490256493,Claiborne,Mississippi
28023,3.55303301620244,Clarke,Mississippi
28025,3.750893920382125,Clay,Mississippi
28027,3.9143431571194407,Coahoma,Mississippi
28029,3.7840464158081133,Copiah,Mississippi
28031,3.5907304057926903,Covington,Mississippi
28033,4.2383723290283255,DeSoto,Mississippi
28035,4.224688417457288,Forrest,Mississippi
28037,3.1749315935284423,Franklin,Mississippi
28039,3.597804842404293,George,Mississippi
28041,3.378216149749878,Greene,Mississippi
28043,3.6193020758756083,Grenada,Mississippi
28045,3.895919545310016,Hancock,Mississippi
28047,4.548278834031455,Harrison,Mississippi
28049,4.652951858881912,Hinds,Mississippi
28051,3.736157375273132,Holmes,Mississippi
28053,3.469674772551798,Humphreys,Mississippi
28055,2.5477747053878224,Issaquena,Mississippi
28057,3.4575791469957626,Itawamba,Mississippi
28059,4.329824844312919,Jackson,Mississippi
28061,3.52283531366053,Jasper,Mississippi
28063,3.2810333672477277,Jefferson,Mississippi
28065,3.4274861090957853,Jefferson Davis,Mississippi
28067,4.199096656305616,Jones,Mississippi
28069,3.385606273598312,Kemper,Mississippi
28071,3.9366142619752114,Lafayette,Mississippi
28073,4.002554808148482,Lamar,Mississippi
28075,4.1820721038573865,Lauderdale,Mississippi
28077,3.3919930722597127,Lawrence,Mississippi
28079,3.699577591398909,Leake,Mississippi
28081,4.088879956108052,Lee,Mississippi
28083,3.9836713828601966,Leflore,Mississippi
28085,3.8171685723810556,Lincoln,Mississippi
28087,3.9928185200666797,Lowndes,Mississippi
28089,4.022881813332031,Madison,Mississippi
28091,3.752893154884594,Marion,Mississippi
28093,3.8310374856400253,Marshall,Mississippi
28095,3.793161529245551,Monroe,Mississippi
28097,3.358886204405869,Montgomery,Mississippi
28099,3.7943486038960827,Neshoba,Mississippi
28101,3.619406410886777,Newton,Mississippi
28103,3.4755259150392805,Noxubee,Mississippi
28105,4.148201487458512,Oktibbeha,Mississippi
28107,3.8886287253852263,Panola,Mississippi
28109,3.989761187718778,Pearl River,Mississippi
28111,3.3725438007590705,Perry,Mississippi
28113,4.001733712809001,Pike,Mississippi
28115,3.7025166974381505,Pontotoc,Mississippi
28117,3.5813806887099866,Prentiss,Mississippi
28119,3.365862215402555,Quitman,Mississippi
28121,4.218167748420425,Rankin,Mississippi
28123,3.73917663191073,Scott,Mississippi
28125,3.150756439860309,Sharkey,Mississippi
28127,3.668012971641832,Simpson,Mississippi
28129,3.475380593143361,Smith,Mississippi
28131,3.4974825373673704,Stone,Mississippi
28133,3.8546703318953353,Sunflower,Mississippi
28135,3.6338722626583326,Tallahatchie,Mississippi
28137,3.614264287358705,Tate,Mississippi
28139,3.5440680443502757,Tippah,Mississippi
28141,3.510813010512496,Tishomingo,Mississippi
28143,3.4258601450778405,Tunica,Mississippi
28145,3.5674968911042226,Union,Mississippi
28147,3.4861469968065726,Walthall,Mississippi
28149,3.9550139030380502,Warren,Mississippi
28151,4.162862993321926,Washington,Mississippi
28153,3.648067129448935,Wayne,Mississippi
28155,3.212453961040276,Webster,Mississippi
28157,3.369215857410143,Wilkinson,Mississippi
28159,3.647480773173676,Winston,Mississippi
28161,3.4632956099620027,Yalobusha,Mississippi
28163,3.916611845109346,Yazoo,Mississippi
29001,3.634275694625944,Adair,Missouri
29003,3.192846115188842,Andrew,Missouri
29005,2.8115750058705933,Atchison,Missouri
29007,3.579440597139797,Audrain,Missouri
29009,3.8174992618677583,Barry,Missouri
29011,3.2397998184470986,Barton,Missouri
29013,3.4271614029259654,Bates,Missouri
29015,3.506234359612126,Benton,Missouri
29017,3.2390490931401916,Bollinger,Missouri
29019,4.4683325582397755,Boone,Missouri
29021,4.117072336585978,Buchanan,Missouri
29023,3.971368636791423,Butler,Missouri
29025,3.0780941504064105,Caldwell,Missouri
29027,3.675319983339292,Callaway,Missouri
29029,3.7888044930446485,Camden,Missouri
29031,4.037784941753637,Cape Girardeau,Missouri
29033,3.0729847446279304,Carroll,Missouri
29035,3.0704073217401198,Carter,Missouri
29037,3.9151887051731564,Cass,Missouri
29039,3.4029488293444046,Cedar,Missouri
29041,2.954724790979063,Chariton,Missouri
29043,3.9586116577648793,Christian,Missouri
29045,2.9745116927373285,Clark,Missouri
29047,4.351603072419129,Clay,Missouri
29049,3.2940250940953226,Clinton,Missouri
29051,3.882410684373968,Cole,Missouri
29053,3.2778383330020473,Cooper,Missouri
29055,3.5630061870617937,Crawford,Missouri
29057,3.0718820073061255,Dade,Missouri
29059,3.470410490975931,Dallas,Missouri
29061,3.153814864344529,Daviess,Missouri
29063,3.123524980942732,DeKalb,Missouri
29065,3.4649364291217326,Dent,Missouri
29067,3.386320573894046,Douglas,Missouri
29069,3.879038505237237,Dunklin,Missouri
29071,3.979821430030225,Franklin,Missouri
29073,3.2229764498933915,Gasconade,Missouri
29075,2.8692317197309762,Gentry,Missouri
29077,4.608889576262448,Greene,Missouri
29079,3.2489536154957075,Grundy,Missouri
29081,3.1024337056813365,Harrison,Missouri
29083,3.571592383361307,Henry,Missouri
29085,3.2335037603411343,Hickory,Missouri
29087,2.7058637122839193,Holt,Missouri
29089,3.080987046910887,Howard,Missouri
29091,3.914501822827314,Howell,Missouri
29093,3.3109056293761414,Iron,Missouri
29095,4.976913691362976,Jackson,Missouri
29097,4.347486138076573,Jasper,Missouri
29099,4.273394853997137,Jefferson,Missouri
29101,3.7576996250877386,Johnson,Missouri
29103,2.8095597146352675,Knox,Missouri
29105,3.7438232216037504,Laclede,Missouri
29107,3.5352941200427703,Lafayette,Missouri
29109,3.781468142841798,Lawrence,Missouri
29111,3.176958980586908,Lewis,Missouri
29113,3.7368743616484226,Lincoln,Missouri
29115,3.343802333161655,Linn,Missouri
29117,3.2975416678181597,Livingston,Missouri
29119,3.620448384711709,McDonald,Missouri
29121,3.26528962586083,Macon,Missouri
29123,3.2971036501492565,Madison,Missouri
29125,3.089551882886454,Maries,Missouri
29127,3.5770319856260313,Marion,Missouri
29129,2.656098202012832,Mercer,Missouri
29131,3.581835924057648,Miller,Missouri
29133,3.4955443375464483,Mississippi,Missouri
29135,3.208710019906401,Moniteau,Missouri
29137,3.0580462303952816,Monroe,Missouri
29139,3.170848203643309,Montgomery,Missouri
29141,3.555578072772955,Morgan,Missouri
29143,3.5749567757645067,New Madrid,Missouri
29145,3.875697761980208,Newton,Missouri
29147,3.518777068926775,Nodaway,Missouri
29149,3.3287872003545345,Oregon,Missouri
29151,3.0788191830988487,Osage,Missouri
29153,3.313023110323238,Ozark,Missouri
29155,3.62096843564429,Pemiscot,Missouri
29157,3.2329961103921536,Perry,Missouri
29159,3.728272597895017,Pettis,Missouri
29161,3.849357981661299,Phelps,Missouri
29163,3.4474681309497557,Pike,Missouri
29165,3.7364761820276966,Platte,Missouri
29167,3.7785130117389247,Polk,Missouri
29169,3.7913397039651393,Pulaski,Missouri
29171,2.8603380065709936,Putnam,Missouri
29173,3.0111473607757975,Ralls,Missouri
29175,3.569373909615046,Randolph,Missouri
29177,3.31722734917642,Ray,Missouri
29179,3.1248301494138593,Reynolds,Missouri
29181,3.411788004543869,Ripley,Missouri
29183,4.264321877763006,St. Charles,Missouri
29185,3.248218561190075,St. Clair,Missouri
29186,3.229937685907934,Ste. Genevieve,Missouri
29187,4.008642747565285,St. Francois,Missouri
29189,4.956523791593644,St. Louis,Missouri
29195,3.5259513412480126,Saline,Missouri
29197,2.979092900638326,Schuyler,Missouri
29199,2.837588438235511,Scotland,Missouri
29201,3.828015064223977,Scott,Missouri
29203,3.2617385473525378,Shannon,Missouri
29205,2.957128197676813,Shelby,Missouri
29207,3.7200765727681406,Stoddard,Missouri
29209,3.6877964113812944,Stone,Missouri
29211,2.9708116108725178,Sullivan,Missouri
29213,3.833656996892872,Taney,Missouri
29215,3.6922298357727557,Texas,Missouri
29217,3.5272431163880884,Vernon,Missouri
29219,3.5466660250701842,Warren,Missouri
29221,3.721728198572788,Washington,Missouri
29223,3.4183012913197452,Wayne,Missouri
29225,3.794906106516804,Webster,Missouri
29227,2.4653828514484184,Worth,Missouri
29229,3.5482665451707454,Wright,Missouri
29510,4.77260038739768,St. Louis city,Missouri
30001,3.114610984232173,Beaverhead,Montana
30003,3.5352941200427703,Big Horn,Montana
30005,3.1464381352857744,Blaine,Montana
30007,2.7450747915820575,Broadwater,Montana
30009,3.03261876085072,Carbon,Montana
30011,2.2430380486862944,Carter,Montana
30013,4.0514998191327445,Cascade,Montana
30015,2.932980821923198,Chouteau,Montana
30017,3.154423973114647,Custer,Montana
30019,2.255272505103306,Daniels,Montana
30021,2.9800033715837464,Dawson,Montana
30023,3.130333768495006,Deer Lodge,Montana
30025,2.4345689040341987,Fallon,Montana
30027,3.151676230847048,Fergus,Montana
30029,3.9862789559059912,Flathead,Montana
30031,4.060168811945148,Gallatin,Montana
30033,2.3138672203691533,Garfield,Montana
30035,3.5376931943673906,Glacier,Montana
30037,2.1903316981702914,Golden Valley,Montana
30039,2.6201360549737576,Granite,Montana
30041,3.4008832155483626,Hill,Montana
30043,2.9854264740830017,Jefferson,Montana
30045,2.462397997898956,Judith Basin,Montana
30047,3.714413592287121,Lake,Montana
30049,3.8057047044338645,Lewis and Clark,Montana
30051,2.6283889300503116,Liberty,Montana
30053,3.53655844257153,Lincoln,Montana
30055,2.376576957056512,McCone,Montana
30057,2.91539983521227,Madison,Montana
30059,2.450249108319361,Meagher,Montana
30061,2.833147111912785,Mineral,Montana
30063,4.138239523465188,Missoula,Montana
30065,2.8796692056320534,Musselshell,Montana
30067,3.287801729930226,Park,Montana
30069,1.8573324964312685,Petroleum,Montana
30071,2.745855195173729,Phillips,Montana
30073,2.9978230807457256,Pondera,Montana
30075,2.3560258571931225,Powder River,Montana
30077,2.9273703630390235,Powell,Montana
30079,2.1398790864012365,Prairie,Montana
30081,3.686546899063006,Ravalli,Montana
30083,2.975431808509263,Richland,Montana
30085,3.417803722639881,Roosevelt,Montana
30087,3.157456768134226,Rosebud,Montana
30089,3.2997251539756367,Sanders,Montana
30091,2.6009728956867484,Sheridan,Montana
30093,3.7139103541289553,Silver Bow,Montana
30095,2.9479236198317262,Stillwater,Montana
30097,2.57978359661681,Sweet Grass,Montana
30099,2.902546779313991,Teton,Montana
30101,2.8129133566428557,Toole,Montana
30103,1.9294189257142926,Treasure,Montana
30105,2.9694159123539814,Valley,Montana
30107,2.576341350205793,Wheatland,Montana
30109,2.0253058652647704,Wibaux,Montana
30111,4.249247289223952,Yellowstone,Montana
31001,3.502563669107363,Adams,Nebraska
31003,2.8813846567705728,Antelope,Nebraska
31005,1.7993405494535817,Arthur,Nebraska
31007,1.9242792860618816,Banner,Nebraska
31009,1.8692317197309762,Blaine,Nebraska
31011,2.7067177823367587,Boone,Nebraska
31013,3.0398105541483504,Box Butte,Nebraska
31015,2.419955748489758,Boyd,Nebraska
31017,2.5276299008713385,Brown,Nebraska
31019,3.738780558484369,Buffalo,Nebraska
31021,2.803457115648414,Burt,Nebraska
31023,2.808885867359812,Butler,Nebraska
31025,3.133858125203335,Cass,Nebraska
31027,2.8494194137968996,Cedar,Nebraska
31029,2.5415792439465807,Chase,Nebraska
31031,2.7788744720027396,Cherry,Nebraska
31033,2.946452265013073,Cheyenne,Nebraska
31035,2.8109042806687006,Clay,Nebraska
31037,2.938519725176492,Colfax,Nebraska
31039,2.8887409606828927,Cuming,Nebraska
31041,3.097604328874411,Custer,Nebraska
31043,3.318689269947746,Dakota,Nebraska
31045,3.1072099696478683,Dawes,Nebraska
31047,3.4412236742426123,Dawson,Nebraska
31049,2.303196057420489,Deuel,Nebraska
31051,2.681241237375587,Dixon,Nebraska
31053,3.524915147539867,Dodge,Nebraska
31055,4.756674135870049,Douglas,Nebraska
31057,2.3483048630481607,Dundy,Nebraska
31059,2.651278013998144,Fillmore,Nebraska
31061,2.6242820958356683,Franklin,Nebraska
31063,2.506505032404872,Frontier,Nebraska
31065,2.745855195173729,Furnas,Nebraska
31067,3.373463721632369,Gage,Nebraska
31069,2.4345689040341987,Garden,Nebraska
31071,2.3636119798921444,Garfield,Nebraska
31073,2.2355284469075487,Gosper,Nebraska
31075,1.7781512503836436,Grant,Nebraska
31077,2.456366033129043,Greeley,Nebraska
31079,3.786964259435733,Hall,Nebraska
31081,2.7730546933642626,Hamilton,Nebraska
31083,2.5634810853944106,Harlan,Nebraska
31085,2.1398790864012365,Hayes,Nebraska
31087,2.4899584794248346,Hitchcock,Nebraska
31089,3.040602340114073,Holt,Nebraska
31091,1.7323937598229686,Hooker,Nebraska
31093,2.8068580295188172,Howard,Nebraska
31095,2.816241299991783,Jefferson,Nebraska
31097,2.651278013998144,Johnson,Nebraska
31099,2.6884198220027105,Kearney,Nebraska
31101,2.9469432706978256,Keith,Nebraska
31103,2.1818435879447726,Keya Paha,Nebraska
31105,2.6364878963533656,Kimball,Nebraska
31107,2.993876914941211,Knox,Nebraska
31109,4.512350811069875,Lancaster,Nebraska
31111,3.5660837841679958,Lincoln,Nebraska
31113,1.8195439355418688,Logan,Nebraska
31115,2,Loup,Nebraska
31117,1.792391689498254,McPherson,Nebraska
31119,3.53731527311201,Madison,Nebraska
31121,2.920123326290724,Merrick,Nebraska
31123,2.776701183988411,Morrill,Nebraska
31125,2.545307116465824,Nance,Nebraska
31127,2.885361220031512,Nemaha,Nebraska
31129,2.660865478003869,Nuckolls,Nebraska
31131,3.1152775913959014,Otoe,Nebraska
31133,2.5237464668115646,Pawnee,Nebraska
31135,2.429752280002408,Perkins,Nebraska
31137,2.9410142437055695,Phelps,Nebraska
31139,2.816241299991783,Pierce,Nebraska
31141,3.4712917110589387,Platte,Nebraska
31143,2.5490032620257876,Polk,Nebraska
31145,3.090258052931316,Red Willow,Nebraska
31147,2.975891136401793,Richardson,Nebraska
31149,2.2648178230095364,Rock,Nebraska
31151,3.0835026198302673,Saline,Nebraska
31153,4.038620161949702,Sarpy,Nebraska
31155,3.1649473726218416,Saunders,Nebraska
31157,3.65263306808311,Scotts Bluff,Nebraska
31159,3.056142262059052,Seward,Nebraska
31161,2.8680563618230415,Sheridan,Nebraska
31163,2.558708570533166,Sherman,Nebraska
31165,2.2671717284030137,Sioux,Nebraska
31167,2.6127838567197355,Stanton,Nebraska
31169,2.7218106152125467,Thayer,Nebraska
31171,2,Thomas,Nebraska
31173,3.2477278329097232,Thurston,Nebraska
31175,2.6283889300503116,Valley,Nebraska
31177,3.141763230275788,Washington,Nebraska
31179,2.9943171526696366,Wayne,Nebraska
31181,2.617000341120899,Webster,Nebraska
31183,1.9822712330395684,Wheeler,Nebraska
31185,3.080987046910887,York,Nebraska
32001,3.458033192496506,Churchill,Nevada
32003,5.472415606463104,Clark,Nevada
32005,3.5943925503754266,Douglas,Nevada
32007,3.756940236046724,Elko,Nevada
32009,2.0791812460476247,Esmeralda,Nevada
32011,2.303196057420489,Eureka,Nevada
32013,3.262213705476417,Humboldt,Nevada
32015,2.7795964912578244,Lander,Nevada
32017,2.82865989653532,Lincoln,Nevada
32019,3.7657430414210444,Lyon,Nevada
32021,2.850033257689769,Mineral,Nevada
32023,3.864333055033393,Nye,Nevada
32027,2.936513742478893,Pershing,Nevada
32029,2.462397997898956,Storey,Nevada
32031,4.695464164262856,Washoe,Nevada
32033,3.0515383905153275,White Pine,Nevada
32510,3.810098040681143,Carson City,Nevada
33001,3.710878617685173,Belknap,New Hampshire
33003,3.640481436970422,Carroll,New Hampshire
33005,3.8436687229791437,Cheshire,New Hampshire
33007,3.608739919068788,Coos,New Hampshire
33009,3.8808707325324234,Grafton,New Hampshire
33011,4.484214395962196,Hillsborough,New Hampshire
33013,3.9635044994142907,Merrimack,New Hampshire
33015,4.190947679100187,Rockingham,New Hampshire
33017,4.027145665774341,Strafford,New Hampshire
33019,3.6339731557896737,Sullivan,New Hampshire
34001,4.463250773392776,Atlantic,New Jersey
34003,4.724111953961212,Bergen,New Jersey
34005,4.397261980280511,Burlington,New Jersey
34007,4.729496865570943,Camden,New Jersey
34009,3.947090464219622,Cape May,New Jersey
34011,4.2846788312416715,Cumberland,New Jersey
34013,5.0323971254889805,Essex,New Jersey
34015,4.334493961741386,Gloucester,New Jersey
34017,4.958926838010348,Hudson,New Jersey
34019,3.680698029697635,Hunterdon,New Jersey
34021,4.619093330626742,Mercer,New Jersey
34023,4.835779323339212,Middlesex,New Jersey
34025,4.576629248447627,Monmouth,New Jersey
34027,4.40956119452185,Morris,New Jersey
34029,4.731991449018929,Ocean,New Jersey
34031,4.815192423308544,Passaic,New Jersey
34033,3.845098040014257,Salem,New Jersey
34035,4.240773825284193,Somerset,New Jersey
34037,3.8561244442423,Sussex,New Jersey
34039,4.699785711437349,Union,New Jersey
34041,3.8640955734242475,Warren,New Jersey
35001,5.014764078583412,Bernalillo,New Mexico
35003,2.859138297294531,Catron,New Mexico
35005,4.055989583385691,Chaves,New Mexico
35006,3.787956123283932,Cibola,New Mexico
35007,3.292477593667784,Colfax,New Mexico
35009,3.9478256844424506,Curry,New Mexico
35011,2.509202522331103,De Baca,New Mexico
35013,4.705230617365336,Do̱a Ana,New Mexico
35015,3.811172695066554,Eddy,New Mexico
35017,3.678700434998304,Grant,New Mexico
35019,2.941511432634403,Guadalupe,New Mexico
35021,1.9822712330395684,Harding,New Mexico
35023,2.9740509027928774,Hidalgo,New Mexico
35025,4.016991578206205,Lea,New Mexico
35027,3.4243915544102776,Lincoln,New Mexico
35028,2.8344207036815328,Los Alamos,New Mexico
35029,3.7394141026986953,Luna,New Mexico
35031,4.328257249731236,McKinley,New Mexico
35033,2.9804578922761,Mora,New Mexico
35035,4.115743608359958,Otero,New Mexico
35037,3.2506639194632436,Quay,New Mexico
35039,3.9315595670908055,Rio Arriba,New Mexico
35041,3.512817758564873,Roosevelt,New Mexico
35043,4.165155261392066,Sandoval,New Mexico
35045,4.386641626135628,San Juan,New Mexico
35047,3.7951149856303634,San Miguel,New Mexico
35049,4.264298247190216,Santa Fe,New Mexico
35051,3.4622482153549976,Sierra,New Mexico
35053,3.6202401898458314,Socorro,New Mexico
35055,3.7724684030532805,Taos,New Mexico
35057,3.504878459410216,Torrance,New Mexico
35059,2.835056101720116,Union,New Mexico
35061,4.120902817614527,Valencia,New Mexico
36001,4.531095546870028,Albany,New York
36003,3.87453979707101,Allegany,New York
36005,5.558509373244119,Bronx,New York
36007,4.5046339471684735,Broome,New York
36009,4.034267397038025,Cattaraugus,New York
36011,4.002511631284908,Cayuga,New York
36013,4.29876577226188,Chautauqua,New York
36015,4.050031562368401,Chemung,New York
36017,3.8040030547296126,Chenango,New York
36019,4.039414119176137,Clinton,New York
36021,3.7695988483874463,Columbia,New York
36023,3.8774865280696016,Cortland,New York
36025,3.7234556720351857,Delaware,New York
36027,4.374620054431372,Dutchess,New York
36029,5.073300346962562,Erie,New York
36031,3.6372895476781744,Essex,New York
36033,3.9040118835973883,Franklin,New York
36035,3.9311017456326387,Fulton,New York
36037,3.7652959296980564,Genesee,New York
36039,3.747334109615905,Greene,New York
36041,2.6364878963533656,Hamilton,New York
36043,3.9156636035057732,Herkimer,New York
36045,4.180928319993991,Jefferson,New York
36047,5.650232705334007,Kings,New York
36049,3.506234359612126,Lewis,New York
36051,3.8985057855343586,Livingston,New York
36053,3.8121108412030997,Madison,New York
36055,4.958042799577687,Monroe,New York
36057,3.8837749613552583,Montgomery,New York
36059,4.871777192705106,Nassau,New York
36061,5.347665609894347,New York,New York
36063,4.404953387586244,Niagara,New York
36065,4.499494631035897,Oneida,New York
36067,4.788253241248314,Onondaga,New York
36069,3.9367649976099415,Ontario,New York
36071,4.662880549738856,Orange,New York
36073,3.7007037171450192,Orleans,New York
36075,4.243781916093795,Oswego,New York
36077,3.9449266099862155,Otsego,New York
36079,3.70035752782266,Putnam,New York
36081,5.390830934551975,Queens,New York
36083,4.2431869241314715,Rensselaer,New York
36085,4.6315147926766596,Richmond,New York
36087,4.602396439194722,Rockland,New York
36089,4.2635887314599445,St. Lawrence,New York
36091,4.129754322802772,Saratoga,New York
36093,4.26394363421885,Schenectady,New York
36095,3.5563025007672873,Schoharie,New York
36097,3.4413808849165113,Schuyler,New York
36099,3.6336704060514435,Seneca,New York
36101,4.14888016912823,Steuben,New York
36103,4.990871404801486,Suffolk,New York
36105,4.069853021113625,Sullivan,New York
36107,3.651762447380111,Tioga,New York
36109,4.17837254121,Tompkins,New York
36111,4.310714548718119,Ulster,New York
36113,3.8061121101690913,Warren,New York
36115,3.839917775678681,Washington,New York
36117,4.004020273253242,Wayne,New York
36119,4.900612886174244,Westchester,New York
36121,3.5560611590095323,Wyoming,New York
36123,3.5146805441249818,Yates,New York
37001,4.3782161497498775,Alamance,North Carolina
37003,3.6225248624035684,Alexander,North Carolina
37005,3.269979676645324,Alleghany,North Carolina
37007,3.686725621074542,Anson,North Carolina
37009,3.5961570809161723,Ashe,North Carolina
37011,3.394626764272209,Avery,North Carolina
37013,3.911902996044033,Beaufort,North Carolina
37015,3.6290016192869916,Bertie,North Carolina
37017,3.837335868015015,Bladen,North Carolina
37019,4.159055603513488,Brunswick,North Carolina
37021,4.491991664182002,Buncombe,North Carolina
37023,4.207445853984251,Burke,North Carolina
37025,4.228708259801973,Cabarrus,North Carolina
37027,3.9880235619286597,Caldwell,North Carolina
37029,2.9132839017604186,Camden,North Carolina
37031,3.851380667965597,Carteret,North Carolina
37033,3.5363058723510337,Caswell,North Carolina
37035,4.32010472484188,Catawba,North Carolina
37037,3.806179973983887,Chatham,North Carolina
37039,3.698709349442587,Cherokee,North Carolina
37041,3.402777069610347,Chowan,North Carolina
37043,3.1914510144648953,Clay,North Carolina
37045,4.260786668654976,Cleveland,North Carolina
37047,4.066475013754132,Columbus,North Carolina
37049,4.126618375522951,Craven,North Carolina
37051,4.7584728363924,Cumberland,North Carolina
37053,3.3836358683618797,Currituck,North Carolina
37055,3.516403148447403,Dare,North Carolina
